rule_id,layer,predicate,subject,object,provenance
R7,derived,precedes,E00979,E00980,E00979|E00980
R7,derived,precedes,E00980,E01715,E00980|E01715
R7,derived,precedes,E01715,E01716,E01715|E01716
R7,derived,precedes,E01716,E01718,E01716|E01718
R7,derived,precedes,E01718,E02131,E01718|E02131
R7,derived,precedes,E02131,E02132,E02131|E02132
R7,derived,precedes,E02132,E02821,E02132|E02821
R7,derived,precedes,E00059,E00060,E00059|E00060
R7,derived,precedes,E00060,E00981,E00060|E00981
R7,derived,precedes,E00981,E00982,E00981|E00982
R7,derived,precedes,E00982,E01723,E00982|E01723
R7,derived,precedes,E01723,E01724,E01723|E01724
R7,derived,precedes,E01724,E01726,E01724|E01726
R7,derived,precedes,E01726,E02133,E01726|E02133
R7,derived,precedes,E02133,E02134,E02133|E02134
R7,derived,precedes,E02134,E02823,E02134|E02823
R7,derived,precedes,E00061,E00062,E00061|E00062
R7,derived,precedes,E00062,E00983,E00062|E00983
R7,derived,precedes,E00983,E00984,E00983|E00984
R7,derived,precedes,E00984,E01731,E00984|E01731
R7,derived,precedes,E01731,E01732,E01731|E01732
R7,derived,precedes,E01732,E01734,E01732|E01734
R7,derived,precedes,E01734,E02135,E01734|E02135
R7,derived,precedes,E02135,E02136,E02135|E02136
R7,derived,precedes,E02136,E02825,E02136|E02825
R7,derived,precedes,E00063,E00064,E00063|E00064
R7,derived,precedes,E00064,E00985,E00064|E00985
R7,derived,precedes,E00985,E00986,E00985|E00986
R7,derived,precedes,E00986,E01739,E00986|E01739
R7,derived,precedes,E01739,E01740,E01739|E01740
R7,derived,precedes,E01740,E01742,E01740|E01742
R7,derived,precedes,E01742,E02137,E01742|E02137
R7,derived,precedes,E02137,E02138,E02137|E02138
R7,derived,precedes,E02138,E02827,E02138|E02827
R7,derived,precedes,E00065,E00066,E00065|E00066
R7,derived,precedes,E00066,E00987,E00066|E00987
R7,derived,precedes,E00987,E00988,E00987|E00988
R7,derived,precedes,E00988,E01747,E00988|E01747
R7,derived,precedes,E01747,E01748,E01747|E01748
R7,derived,precedes,E01748,E01750,E01748|E01750
R7,derived,precedes,E01750,E02139,E01750|E02139
R7,derived,precedes,E02139,E02140,E02139|E02140
R7,derived,precedes,E02140,E02829,E02140|E02829
R7,derived,precedes,E00067,E00068,E00067|E00068
R7,derived,precedes,E00068,E00989,E00068|E00989
R7,derived,precedes,E00989,E00990,E00989|E00990
R7,derived,precedes,E00990,E01755,E00990|E01755
R7,derived,precedes,E01755,E01756,E01755|E01756
R7,derived,precedes,E01756,E01758,E01756|E01758
R7,derived,precedes,E01758,E02141,E01758|E02141
R7,derived,precedes,E02141,E02142,E02141|E02142
R7,derived,precedes,E02142,E02831,E02142|E02831
R7,derived,precedes,E00069,E00070,E00069|E00070
R7,derived,precedes,E00070,E00991,E00070|E00991
R7,derived,precedes,E00991,E00992,E00991|E00992
R7,derived,precedes,E00992,E01763,E00992|E01763
R7,derived,precedes,E01763,E01764,E01763|E01764
R7,derived,precedes,E01764,E01766,E01764|E01766
R7,derived,precedes,E01766,E02143,E01766|E02143
R7,derived,precedes,E02143,E02144,E02143|E02144
R7,derived,precedes,E02144,E02833,E02144|E02833
R7,derived,precedes,E00071,E00072,E00071|E00072
R7,derived,precedes,E00072,E00993,E00072|E00993
R7,derived,precedes,E00993,E00994,E00993|E00994
R7,derived,precedes,E00994,E01771,E00994|E01771
R7,derived,precedes,E01771,E01772,E01771|E01772
R7,derived,precedes,E01772,E01774,E01772|E01774
R7,derived,precedes,E01774,E02145,E01774|E02145
R7,derived,precedes,E02145,E02146,E02145|E02146
R7,derived,precedes,E02146,E02835,E02146|E02835
R7,derived,precedes,E00073,E00074,E00073|E00074
R7,derived,precedes,E00074,E00995,E00074|E00995
R7,derived,precedes,E00995,E00996,E00995|E00996
R7,derived,precedes,E00996,E01779,E00996|E01779
R7,derived,precedes,E01779,E01780,E01779|E01780
R7,derived,precedes,E01780,E01782,E01780|E01782
R7,derived,precedes,E01782,E02147,E01782|E02147
R7,derived,precedes,E02147,E02148,E02147|E02148
R7,derived,precedes,E02148,E02837,E02148|E02837
R7,derived,precedes,E00075,E00076,E00075|E00076
R7,derived,precedes,E00076,E00997,E00076|E00997
R7,derived,precedes,E00997,E00998,E00997|E00998
R7,derived,precedes,E00998,E01787,E00998|E01787
R7,derived,precedes,E01787,E01788,E01787|E01788
R7,derived,precedes,E01788,E01790,E01788|E01790
R7,derived,precedes,E01790,E02149,E01790|E02149
R7,derived,precedes,E02149,E02150,E02149|E02150
R7,derived,precedes,E02150,E02839,E02150|E02839
R7,derived,precedes,E00077,E00078,E00077|E00078
R7,derived,precedes,E00078,E00999,E00078|E00999
R7,derived,precedes,E00999,E01000,E00999|E01000
R7,derived,precedes,E01000,E01795,E01000|E01795
R7,derived,precedes,E01795,E01796,E01795|E01796
R7,derived,precedes,E01796,E01798,E01796|E01798
R7,derived,precedes,E01798,E02151,E01798|E02151
R7,derived,precedes,E02151,E02152,E02151|E02152
R7,derived,precedes,E02152,E02841,E02152|E02841
R7,derived,precedes,E00079,E00080,E00079|E00080
R7,derived,precedes,E00080,E01001,E00080|E01001
R7,derived,precedes,E01001,E01002,E01001|E01002
R7,derived,precedes,E01002,E01803,E01002|E01803
R7,derived,precedes,E01803,E01804,E01803|E01804
R7,derived,precedes,E01804,E01806,E01804|E01806
R7,derived,precedes,E01806,E02153,E01806|E02153
R7,derived,precedes,E02153,E02154,E02153|E02154
R7,derived,precedes,E02154,E02843,E02154|E02843
R7,derived,precedes,E00081,E00082,E00081|E00082
R7,derived,precedes,E00082,E01003,E00082|E01003
R7,derived,precedes,E01003,E01004,E01003|E01004
R7,derived,precedes,E01004,E01811,E01004|E01811
R7,derived,precedes,E01811,E01812,E01811|E01812
R7,derived,precedes,E01812,E01814,E01812|E01814
R7,derived,precedes,E01814,E02155,E01814|E02155
R7,derived,precedes,E02155,E02156,E02155|E02156
R7,derived,precedes,E02156,E02845,E02156|E02845
R7,derived,precedes,E00083,E00084,E00083|E00084
R7,derived,precedes,E00084,E01005,E00084|E01005
R7,derived,precedes,E01005,E01006,E01005|E01006
R7,derived,precedes,E01006,E01819,E01006|E01819
R7,derived,precedes,E01819,E01820,E01819|E01820
R7,derived,precedes,E01820,E01822,E01820|E01822
R7,derived,precedes,E01822,E02157,E01822|E02157
R7,derived,precedes,E02157,E02158,E02157|E02158
R7,derived,precedes,E02158,E02847,E02158|E02847
R7,derived,precedes,E00085,E00086,E00085|E00086
R7,derived,precedes,E00086,E01007,E00086|E01007
R7,derived,precedes,E01007,E01008,E01007|E01008
R7,derived,precedes,E01008,E01827,E01008|E01827
R7,derived,precedes,E01827,E01828,E01827|E01828
R7,derived,precedes,E01828,E01830,E01828|E01830
R7,derived,precedes,E01830,E02159,E01830|E02159
R7,derived,precedes,E02159,E02160,E02159|E02160
R7,derived,precedes,E02160,E02849,E02160|E02849
R7,derived,precedes,E00087,E00088,E00087|E00088
R7,derived,precedes,E00088,E01009,E00088|E01009
R7,derived,precedes,E01009,E01010,E01009|E01010
R7,derived,precedes,E01010,E01835,E01010|E01835
R7,derived,precedes,E01835,E01836,E01835|E01836
R7,derived,precedes,E01836,E01838,E01836|E01838
R7,derived,precedes,E01838,E02161,E01838|E02161
R7,derived,precedes,E02161,E02162,E02161|E02162
R7,derived,precedes,E02162,E02851,E02162|E02851
R7,derived,precedes,E00089,E00090,E00089|E00090
R7,derived,precedes,E00090,E01011,E00090|E01011
R7,derived,precedes,E01011,E01012,E01011|E01012
R7,derived,precedes,E01012,E01843,E01012|E01843
R7,derived,precedes,E01843,E01844,E01843|E01844
R7,derived,precedes,E01844,E01846,E01844|E01846
R7,derived,precedes,E01846,E02163,E01846|E02163
R7,derived,precedes,E02163,E02164,E02163|E02164
R7,derived,precedes,E02164,E02853,E02164|E02853
R7,derived,precedes,E00091,E00092,E00091|E00092
R7,derived,precedes,E00092,E01013,E00092|E01013
R7,derived,precedes,E01013,E01014,E01013|E01014
R7,derived,precedes,E01014,E01851,E01014|E01851
R7,derived,precedes,E01851,E01852,E01851|E01852
R7,derived,precedes,E01852,E01854,E01852|E01854
R7,derived,precedes,E01854,E02165,E01854|E02165
R7,derived,precedes,E02165,E02166,E02165|E02166
R7,derived,precedes,E02166,E02855,E02166|E02855
R7,derived,precedes,E00093,E00094,E00093|E00094
R7,derived,precedes,E00094,E01015,E00094|E01015
R7,derived,precedes,E01015,E01016,E01015|E01016
R7,derived,precedes,E01016,E01859,E01016|E01859
R7,derived,precedes,E01859,E01860,E01859|E01860
R7,derived,precedes,E01860,E01862,E01860|E01862
R7,derived,precedes,E01862,E02167,E01862|E02167
R7,derived,precedes,E02167,E02168,E02167|E02168
R7,derived,precedes,E02168,E02857,E02168|E02857
R7,derived,precedes,E00095,E00096,E00095|E00096
R7,derived,precedes,E00096,E01017,E00096|E01017
R7,derived,precedes,E01017,E01018,E01017|E01018
R7,derived,precedes,E01018,E01867,E01018|E01867
R7,derived,precedes,E01867,E01868,E01867|E01868
R7,derived,precedes,E01868,E01870,E01868|E01870
R7,derived,precedes,E01870,E02169,E01870|E02169
R7,derived,precedes,E02169,E02170,E02169|E02170
R7,derived,precedes,E02170,E02859,E02170|E02859
R7,derived,precedes,E00097,E00098,E00097|E00098
R7,derived,precedes,E00098,E01019,E00098|E01019
R7,derived,precedes,E01019,E01020,E01019|E01020
R7,derived,precedes,E01020,E01875,E01020|E01875
R7,derived,precedes,E01875,E01876,E01875|E01876
R7,derived,precedes,E01876,E01878,E01876|E01878
R7,derived,precedes,E01878,E02171,E01878|E02171
R7,derived,precedes,E02171,E02172,E02171|E02172
R7,derived,precedes,E02172,E02861,E02172|E02861
R7,derived,precedes,E00099,E00100,E00099|E00100
R7,derived,precedes,E00100,E01021,E00100|E01021
R7,derived,precedes,E01021,E01022,E01021|E01022
R7,derived,precedes,E01022,E01883,E01022|E01883
R7,derived,precedes,E01883,E01884,E01883|E01884
R7,derived,precedes,E01884,E01886,E01884|E01886
R7,derived,precedes,E01886,E02173,E01886|E02173
R7,derived,precedes,E02173,E02174,E02173|E02174
R7,derived,precedes,E02174,E02863,E02174|E02863
R7,derived,precedes,E00101,E00102,E00101|E00102
R7,derived,precedes,E00102,E01023,E00102|E01023
R7,derived,precedes,E01023,E01024,E01023|E01024
R7,derived,precedes,E01024,E01891,E01024|E01891
R7,derived,precedes,E01891,E01892,E01891|E01892
R7,derived,precedes,E01892,E01894,E01892|E01894
R7,derived,precedes,E01894,E02175,E01894|E02175
R7,derived,precedes,E02175,E02176,E02175|E02176
R7,derived,precedes,E02176,E02865,E02176|E02865
R7,derived,precedes,E00103,E00104,E00103|E00104
R7,derived,precedes,E00104,E01025,E00104|E01025
R7,derived,precedes,E01025,E01026,E01025|E01026
R7,derived,precedes,E01026,E01899,E01026|E01899
R7,derived,precedes,E01899,E01900,E01899|E01900
R7,derived,precedes,E01900,E01902,E01900|E01902
R7,derived,precedes,E01902,E02177,E01902|E02177
R7,derived,precedes,E02177,E02178,E02177|E02178
R7,derived,precedes,E02178,E02867,E02178|E02867
R7,derived,precedes,E00105,E00106,E00105|E00106
R7,derived,precedes,E00106,E01027,E00106|E01027
R7,derived,precedes,E01027,E01028,E01027|E01028
R7,derived,precedes,E01028,E01907,E01028|E01907
R7,derived,precedes,E01907,E01908,E01907|E01908
R7,derived,precedes,E01908,E01910,E01908|E01910
R7,derived,precedes,E01910,E02179,E01910|E02179
R7,derived,precedes,E02179,E02180,E02179|E02180
R7,derived,precedes,E02180,E02869,E02180|E02869
R7,derived,precedes,E00107,E00108,E00107|E00108
R7,derived,precedes,E00108,E01029,E00108|E01029
R7,derived,precedes,E01029,E01030,E01029|E01030
R7,derived,precedes,E01030,E02181,E01030|E02181
R7,derived,precedes,E02181,E02182,E02181|E02182
R7,derived,precedes,E02182,E02871,E02182|E02871
R7,derived,precedes,E00109,E00110,E00109|E00110
R7,derived,precedes,E00110,E01031,E00110|E01031
R7,derived,precedes,E01031,E01032,E01031|E01032
R7,derived,precedes,E01032,E02183,E01032|E02183
R7,derived,precedes,E02183,E02184,E02183|E02184
R7,derived,precedes,E02184,E02873,E02184|E02873
R7,derived,precedes,E00111,E00112,E00111|E00112
R7,derived,precedes,E00112,E01033,E00112|E01033
R7,derived,precedes,E01033,E01034,E01033|E01034
R7,derived,precedes,E01034,E02185,E01034|E02185
R7,derived,precedes,E02185,E02186,E02185|E02186
R7,derived,precedes,E02186,E02875,E02186|E02875
R7,derived,precedes,E00113,E00114,E00113|E00114
R7,derived,precedes,E00114,E01035,E00114|E01035
R7,derived,precedes,E01035,E01036,E01035|E01036
R7,derived,precedes,E01036,E02187,E01036|E02187
R7,derived,precedes,E02187,E02188,E02187|E02188
R7,derived,precedes,E02188,E02877,E02188|E02877
R7,derived,precedes,E00115,E00116,E00115|E00116
R7,derived,precedes,E00116,E01037,E00116|E01037
R7,derived,precedes,E01037,E01038,E01037|E01038
R7,derived,precedes,E01038,E02189,E01038|E02189
R7,derived,precedes,E02189,E02190,E02189|E02190
R7,derived,precedes,E02190,E02879,E02190|E02879
R7,derived,precedes,E00117,E00118,E00117|E00118
R7,derived,precedes,E00118,E01039,E00118|E01039
R7,derived,precedes,E01039,E01040,E01039|E01040
R7,derived,precedes,E01040,E02191,E01040|E02191
R7,derived,precedes,E02191,E02192,E02191|E02192
R7,derived,precedes,E02192,E02881,E02192|E02881
R7,derived,precedes,E00119,E00120,E00119|E00120
R7,derived,precedes,E00120,E01041,E00120|E01041
R7,derived,precedes,E01041,E01042,E01041|E01042
R7,derived,precedes,E01042,E02193,E01042|E02193
R7,derived,precedes,E02193,E02194,E02193|E02194
R7,derived,precedes,E02194,E02883,E02194|E02883
R7,derived,precedes,E00121,E00122,E00121|E00122
R7,derived,precedes,E00122,E01043,E00122|E01043
R7,derived,precedes,E01043,E01044,E01043|E01044
R7,derived,precedes,E01044,E02195,E01044|E02195
R7,derived,precedes,E02195,E02196,E02195|E02196
R7,derived,precedes,E02196,E02885,E02196|E02885
R7,derived,precedes,E00123,E00124,E00123|E00124
R7,derived,precedes,E00124,E01045,E00124|E01045
R7,derived,precedes,E01045,E01046,E01045|E01046
R7,derived,precedes,E01046,E02197,E01046|E02197
R7,derived,precedes,E02197,E02198,E02197|E02198
R7,derived,precedes,E02198,E02887,E02198|E02887
R7,derived,precedes,E00125,E00126,E00125|E00126
R7,derived,precedes,E00126,E01047,E00126|E01047
R7,derived,precedes,E01047,E01048,E01047|E01048
R7,derived,precedes,E01048,E02199,E01048|E02199
R7,derived,precedes,E02199,E02200,E02199|E02200
R7,derived,precedes,E02200,E02889,E02200|E02889
R7,derived,precedes,E00127,E00128,E00127|E00128
R7,derived,precedes,E00128,E01049,E00128|E01049
R7,derived,precedes,E01049,E01050,E01049|E01050
R7,derived,precedes,E01050,E02201,E01050|E02201
R7,derived,precedes,E02201,E02202,E02201|E02202
R7,derived,precedes,E02202,E02891,E02202|E02891
R7,derived,precedes,E00129,E00130,E00129|E00130
R7,derived,precedes,E00130,E01051,E00130|E01051
R7,derived,precedes,E01051,E01052,E01051|E01052
R7,derived,precedes,E01052,E02203,E01052|E02203
R7,derived,precedes,E02203,E02204,E02203|E02204
R7,derived,precedes,E02204,E02893,E02204|E02893
R7,derived,precedes,E00131,E00132,E00131|E00132
R7,derived,precedes,E00132,E01053,E00132|E01053
R7,derived,precedes,E01053,E01054,E01053|E01054
R7,derived,precedes,E01054,E02205,E01054|E02205
R7,derived,precedes,E02205,E02206,E02205|E02206
R7,derived,precedes,E02206,E02895,E02206|E02895
R7,derived,precedes,E00133,E00134,E00133|E00134
R7,derived,precedes,E00134,E01055,E00134|E01055
R7,derived,precedes,E01055,E01056,E01055|E01056
R7,derived,precedes,E01056,E02207,E01056|E02207
R7,derived,precedes,E02207,E02208,E02207|E02208
R7,derived,precedes,E02208,E02897,E02208|E02897
R7,derived,precedes,E00135,E00136,E00135|E00136
R7,derived,precedes,E00136,E01057,E00136|E01057
R7,derived,precedes,E01057,E01058,E01057|E01058
R7,derived,precedes,E01058,E02209,E01058|E02209
R7,derived,precedes,E02209,E02210,E02209|E02210
R7,derived,precedes,E02210,E02899,E02210|E02899
R7,derived,precedes,E00137,E00138,E00137|E00138
R7,derived,precedes,E00138,E01059,E00138|E01059
R7,derived,precedes,E01059,E01060,E01059|E01060
R7,derived,precedes,E01060,E02211,E01060|E02211
R7,derived,precedes,E02211,E02212,E02211|E02212
R7,derived,precedes,E02212,E02901,E02212|E02901
R7,derived,precedes,E00139,E00140,E00139|E00140
R7,derived,precedes,E00140,E01061,E00140|E01061
R7,derived,precedes,E01061,E01062,E01061|E01062
R7,derived,precedes,E01062,E02213,E01062|E02213
R7,derived,precedes,E02213,E02214,E02213|E02214
R7,derived,precedes,E02214,E02903,E02214|E02903
R7,derived,precedes,E00141,E00142,E00141|E00142
R7,derived,precedes,E00142,E01063,E00142|E01063
R7,derived,precedes,E01063,E01064,E01063|E01064
R7,derived,precedes,E01064,E02215,E01064|E02215
R7,derived,precedes,E02215,E02216,E02215|E02216
R7,derived,precedes,E02216,E02905,E02216|E02905
R7,derived,precedes,E00143,E00144,E00143|E00144
R7,derived,precedes,E00144,E01065,E00144|E01065
R7,derived,precedes,E01065,E01066,E01065|E01066
R7,derived,precedes,E01066,E02217,E01066|E02217
R7,derived,precedes,E02217,E02218,E02217|E02218
R7,derived,precedes,E02218,E02907,E02218|E02907
R7,derived,precedes,E00145,E00146,E00145|E00146
R7,derived,precedes,E00146,E01067,E00146|E01067
R7,derived,precedes,E01067,E01068,E01067|E01068
R7,derived,precedes,E01068,E02219,E01068|E02219
R7,derived,precedes,E02219,E02220,E02219|E02220
R7,derived,precedes,E02220,E02909,E02220|E02909
R7,derived,precedes,E00147,E00148,E00147|E00148
R7,derived,precedes,E00148,E01069,E00148|E01069
R7,derived,precedes,E01069,E01070,E01069|E01070
R7,derived,precedes,E01070,E02221,E01070|E02221
R7,derived,precedes,E02221,E02222,E02221|E02222
R7,derived,precedes,E02222,E02911,E02222|E02911
R7,derived,precedes,E00149,E00150,E00149|E00150
R7,derived,precedes,E00150,E01071,E00150|E01071
R7,derived,precedes,E01071,E01072,E01071|E01072
R7,derived,precedes,E01072,E02223,E01072|E02223
R7,derived,precedes,E02223,E02224,E02223|E02224
R7,derived,precedes,E02224,E02913,E02224|E02913
R7,derived,precedes,E00151,E00152,E00151|E00152
R7,derived,precedes,E00152,E01073,E00152|E01073
R7,derived,precedes,E01073,E01074,E01073|E01074
R7,derived,precedes,E01074,E02225,E01074|E02225
R7,derived,precedes,E02225,E02226,E02225|E02226
R7,derived,precedes,E02226,E02915,E02226|E02915
R7,derived,precedes,E00153,E00154,E00153|E00154
R7,derived,precedes,E00154,E01075,E00154|E01075
R7,derived,precedes,E01075,E01076,E01075|E01076
R7,derived,precedes,E01076,E02227,E01076|E02227
R7,derived,precedes,E02227,E02228,E02227|E02228
R7,derived,precedes,E02228,E02917,E02228|E02917
R7,derived,precedes,E00155,E00156,E00155|E00156
R7,derived,precedes,E00156,E01077,E00156|E01077
R7,derived,precedes,E01077,E01078,E01077|E01078
R7,derived,precedes,E01078,E02229,E01078|E02229
R7,derived,precedes,E02229,E02230,E02229|E02230
R7,derived,precedes,E02230,E02919,E02230|E02919
R7,derived,precedes,E00157,E00158,E00157|E00158
R7,derived,precedes,E00158,E01079,E00158|E01079
R7,derived,precedes,E01079,E01080,E01079|E01080
R7,derived,precedes,E01080,E02231,E01080|E02231
R7,derived,precedes,E02231,E02232,E02231|E02232
R7,derived,precedes,E02232,E02921,E02232|E02921
R7,derived,precedes,E00159,E00160,E00159|E00160
R7,derived,precedes,E00160,E01081,E00160|E01081
R7,derived,precedes,E01081,E01082,E01081|E01082
R7,derived,precedes,E01082,E02233,E01082|E02233
R7,derived,precedes,E02233,E02234,E02233|E02234
R7,derived,precedes,E02234,E02923,E02234|E02923
R7,derived,precedes,E00161,E00162,E00161|E00162
R7,derived,precedes,E00162,E01083,E00162|E01083
R7,derived,precedes,E01083,E01084,E01083|E01084
R7,derived,precedes,E01084,E02235,E01084|E02235
R7,derived,precedes,E02235,E02236,E02235|E02236
R7,derived,precedes,E02236,E02925,E02236|E02925
R7,derived,precedes,E00163,E00164,E00163|E00164
R7,derived,precedes,E00164,E01085,E00164|E01085
R7,derived,precedes,E01085,E01086,E01085|E01086
R7,derived,precedes,E01086,E02237,E01086|E02237
R7,derived,precedes,E02237,E02238,E02237|E02238
R7,derived,precedes,E02238,E02927,E02238|E02927
R7,derived,precedes,E00165,E00166,E00165|E00166
R7,derived,precedes,E00166,E00657,E00166|E00657
R7,derived,precedes,E00657,E00658,E00657|E00658
R7,derived,precedes,E00658,E02239,E00658|E02239
R7,derived,precedes,E02239,E02240,E02239|E02240
R7,derived,precedes,E02240,E02929,E02240|E02929
R7,derived,precedes,E00167,E00168,E00167|E00168
R7,derived,precedes,E00168,E00659,E00168|E00659
R7,derived,precedes,E00659,E00660,E00659|E00660
R7,derived,precedes,E00660,E02241,E00660|E02241
R7,derived,precedes,E02241,E02242,E02241|E02242
R7,derived,precedes,E02242,E02931,E02242|E02931
R7,derived,precedes,E00169,E00170,E00169|E00170
R7,derived,precedes,E00170,E00661,E00170|E00661
R7,derived,precedes,E00661,E00662,E00661|E00662
R7,derived,precedes,E00662,E02243,E00662|E02243
R7,derived,precedes,E02243,E02244,E02243|E02244
R7,derived,precedes,E02244,E02933,E02244|E02933
R7,derived,precedes,E00171,E00172,E00171|E00172
R7,derived,precedes,E00172,E00663,E00172|E00663
R7,derived,precedes,E00663,E00664,E00663|E00664
R7,derived,precedes,E00664,E02245,E00664|E02245
R7,derived,precedes,E02245,E02246,E02245|E02246
R7,derived,precedes,E02246,E02935,E02246|E02935
R7,derived,precedes,E00173,E00174,E00173|E00174
R7,derived,precedes,E00174,E00665,E00174|E00665
R7,derived,precedes,E00665,E00666,E00665|E00666
R7,derived,precedes,E00666,E02247,E00666|E02247
R7,derived,precedes,E02247,E02248,E02247|E02248
R7,derived,precedes,E02248,E02937,E02248|E02937
R7,derived,precedes,E00175,E00176,E00175|E00176
R7,derived,precedes,E00176,E00667,E00176|E00667
R7,derived,precedes,E00667,E00668,E00667|E00668
R7,derived,precedes,E00668,E02249,E00668|E02249
R7,derived,precedes,E02249,E02250,E02249|E02250
R7,derived,precedes,E02250,E02939,E02250|E02939
R7,derived,precedes,E00177,E00178,E00177|E00178
R7,derived,precedes,E00178,E00669,E00178|E00669
R7,derived,precedes,E00669,E00670,E00669|E00670
R7,derived,precedes,E00670,E02251,E00670|E02251
R7,derived,precedes,E02251,E02252,E02251|E02252
R7,derived,precedes,E02252,E02941,E02252|E02941
R7,derived,precedes,E00179,E00180,E00179|E00180
R7,derived,precedes,E00180,E00671,E00180|E00671
R7,derived,precedes,E00671,E00672,E00671|E00672
R7,derived,precedes,E00672,E02253,E00672|E02253
R7,derived,precedes,E02253,E02254,E02253|E02254
R7,derived,precedes,E02254,E02943,E02254|E02943
R7,derived,precedes,E00181,E00182,E00181|E00182
R7,derived,precedes,E00182,E01404,E00182|E01404
R7,derived,precedes,E01404,E01405,E01404|E01405
R7,derived,precedes,E01405,E02047,E01405|E02047
R7,derived,precedes,E02047,E02048,E02047|E02048
R7,derived,precedes,E02048,E02049,E02048|E02049
R7,derived,precedes,E02049,E02050,E02049|E02050
R7,derived,precedes,E02050,E02641,E02050|E02641
R7,derived,precedes,E00183,E00184,E00183|E00184
R7,derived,precedes,E00184,E01406,E00184|E01406
R7,derived,precedes,E01406,E01407,E01406|E01407
R7,derived,precedes,E01407,E02055,E01407|E02055
R7,derived,precedes,E02055,E02056,E02055|E02056
R7,derived,precedes,E02056,E02057,E02056|E02057
R7,derived,precedes,E02057,E02058,E02057|E02058
R7,derived,precedes,E02058,E02643,E02058|E02643
R7,derived,precedes,E00185,E00186,E00185|E00186
R7,derived,precedes,E00186,E01408,E00186|E01408
R7,derived,precedes,E01408,E01409,E01408|E01409
R7,derived,precedes,E01409,E02063,E01409|E02063
R7,derived,precedes,E02063,E02064,E02063|E02064
R7,derived,precedes,E02064,E02065,E02064|E02065
R7,derived,precedes,E02065,E02066,E02065|E02066
R7,derived,precedes,E02066,E02645,E02066|E02645
R7,derived,precedes,E00187,E00188,E00187|E00188
R7,derived,precedes,E00188,E01410,E00188|E01410
R7,derived,precedes,E01410,E01411,E01410|E01411
R7,derived,precedes,E01411,E02071,E01411|E02071
R7,derived,precedes,E02071,E02072,E02071|E02072
R7,derived,precedes,E02072,E02073,E02072|E02073
R7,derived,precedes,E02073,E02074,E02073|E02074
R7,derived,precedes,E02074,E02647,E02074|E02647
R7,derived,precedes,E00189,E00190,E00189|E00190
R7,derived,precedes,E00190,E01412,E00190|E01412
R7,derived,precedes,E01412,E01413,E01412|E01413
R7,derived,precedes,E01413,E02079,E01413|E02079
R7,derived,precedes,E02079,E02080,E02079|E02080
R7,derived,precedes,E02080,E02081,E02080|E02081
R7,derived,precedes,E02081,E02082,E02081|E02082
R7,derived,precedes,E02082,E02649,E02082|E02649
R7,derived,precedes,E00191,E00192,E00191|E00192
R7,derived,precedes,E00192,E01414,E00192|E01414
R7,derived,precedes,E01414,E01415,E01414|E01415
R7,derived,precedes,E01415,E02087,E01415|E02087
R7,derived,precedes,E02087,E02088,E02087|E02088
R7,derived,precedes,E02088,E02089,E02088|E02089
R7,derived,precedes,E02089,E02090,E02089|E02090
R7,derived,precedes,E02090,E02651,E02090|E02651
R7,derived,precedes,E00193,E00194,E00193|E00194
R7,derived,precedes,E00194,E01416,E00194|E01416
R7,derived,precedes,E01416,E01417,E01416|E01417
R7,derived,precedes,E01417,E02095,E01417|E02095
R7,derived,precedes,E02095,E02096,E02095|E02096
R7,derived,precedes,E02096,E02097,E02096|E02097
R7,derived,precedes,E02097,E02098,E02097|E02098
R7,derived,precedes,E02098,E02653,E02098|E02653
R7,derived,precedes,E00195,E00196,E00195|E00196
R7,derived,precedes,E00196,E01418,E00196|E01418
R7,derived,precedes,E01418,E01419,E01418|E01419
R7,derived,precedes,E01419,E02103,E01419|E02103
R7,derived,precedes,E02103,E02104,E02103|E02104
R7,derived,precedes,E02104,E02105,E02104|E02105
R7,derived,precedes,E02105,E02106,E02105|E02106
R7,derived,precedes,E02106,E02655,E02106|E02655
R7,derived,precedes,E00197,E00198,E00197|E00198
R7,derived,precedes,E00198,E01420,E00198|E01420
R7,derived,precedes,E01420,E01421,E01420|E01421
R7,derived,precedes,E01421,E02255,E01421|E02255
R7,derived,precedes,E02255,E02256,E02255|E02256
R7,derived,precedes,E02256,E02945,E02256|E02945
R7,derived,precedes,E00199,E00200,E00199|E00200
R7,derived,precedes,E00200,E01422,E00200|E01422
R7,derived,precedes,E01422,E01423,E01422|E01423
R7,derived,precedes,E01423,E02257,E01423|E02257
R7,derived,precedes,E02257,E02258,E02257|E02258
R7,derived,precedes,E02258,E02947,E02258|E02947
R7,derived,precedes,E00201,E00202,E00201|E00202
R7,derived,precedes,E00202,E01424,E00202|E01424
R7,derived,precedes,E01424,E01425,E01424|E01425
R7,derived,precedes,E01425,E02259,E01425|E02259
R7,derived,precedes,E02259,E02260,E02259|E02260
R7,derived,precedes,E02260,E02949,E02260|E02949
R7,derived,precedes,E00203,E00204,E00203|E00204
R7,derived,precedes,E00204,E01426,E00204|E01426
R7,derived,precedes,E01426,E01427,E01426|E01427
R7,derived,precedes,E01427,E02261,E01427|E02261
R7,derived,precedes,E02261,E02262,E02261|E02262
R7,derived,precedes,E02262,E02951,E02262|E02951
R7,derived,precedes,E00205,E00206,E00205|E00206
R7,derived,precedes,E00206,E01428,E00206|E01428
R7,derived,precedes,E01428,E01429,E01428|E01429
R7,derived,precedes,E01429,E02263,E01429|E02263
