subject,predicate,object,timestamp,latitude,longitude,source,force,tracking_id,uuid,entity_type,damage,smoke,flaming,mobility_kill,firepower_kill,suppression_level
FRLAV001,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39022458,-157.74537397,UAV 4,1,1:3001:2453,FRLAV001,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80003,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38247092,-157.74980392,UAV 4,1,1:3001:2456,FRT80003,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV003,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39031037,-157.74552434,UAV 4,1,1:3001:2459,FRLAV003,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80004,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38241135,-157.74973611,UAV 4,1,1:3001:2467,FRT80004,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113005,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39101880,-157.74746136,UAV 4,1,1:3001:2476,FRM113005,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39088722,-157.74715217,UAV 4,1,1:3001:2477,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39039504,-157.74567560,UAV 4,1,1:3001:2482,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39099109,-157.74738446,UAV 4,1,1:3001:2489,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39047779,-157.74582761,UAV 4,1,1:3001:2492,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV004,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.39035043,-157.74560010,UAV 4,1,1:3001:2520,FRLAV004,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK1004,move to,LOC_남측제1방어선,2026-08-09T09:06:02.000Z,21.38813434,-157.74928007,UAV 4,1,1:3001:2533,FRTRK1004,1:1:225:7:12:0:0,0,false,false,false,false,0
ENM35004,move to,LOC_적북측접근로,2026-08-09T09:06:02.000Z,21.37313957,-157.73439373,UAV 4,2,1:3001:2285,ENM35004,1:1:225:7:1:6:0,0,false,false,false,false,0
ENM35002,move to,LOC_적북측접근로,2026-08-09T09:06:02.000Z,21.37311682,-157.73449122,UAV 4,2,1:3001:2375,ENM35002,1:1:225:7:1:6:0,0,false,false,false,false,0
FRT69007,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38671300,-157.73659248,UAV 4,1,1:3001:2245,FRT69007,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38629772,-157.73661788,UAV 4,1,1:3001:2258,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38621514,-157.73662254,UAV 4,1,1:3001:2260,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69006,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38662992,-157.73659733,UAV 4,1,1:3001:2301,FRT69006,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69003,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38638226,-157.73660990,UAV 4,1,1:3001:2340,FRT69003,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69005,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38654630,-157.73660323,UAV 4,1,1:3001:2341,FRT69005,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38646329,-157.73660824,UAV 4,1,1:3001:2405,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69008,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38679540,-157.73658888,UAV 4,1,1:3001:2455,FRT69008,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69009,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38688223,-157.73657814,UAV 4,1,1:3001:2457,FRT69009,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69010,move to,LOC_중앙킬존남측,2026-08-09T09:06:02.000Z,21.38696303,-157.73657740,UAV 4,1,1:3001:2510,FRT69010,1:1:45:1:2:1:0,0,false,false,false,false,0
M933HE 1,fired_by,,2026-08-09T09:06:02.000Z,21.37656058,-157.73888489,UAV 4,2,1:3001:2547,M933HE 1,2:9:225:2:11:1:0,0,false,false,false,false,0
M933HE 2,fired_by,,2026-08-09T09:06:02.000Z,21.37802740,-157.73697617,UAV 4,2,1:3001:2548,M933HE 2,2:9:225:2:11:1:0,0,false,false,false,false,0
M933HE 5,fired_by,,2026-08-09T09:06:02.000Z,21.37647496,-157.73884324,UAV 4,2,1:3001:2551,M933HE 5,2:9:225:2:11:1:0,0,false,false,false,false,0
M933HE 6,fired_by,,2026-08-09T09:06:02.000Z,21.37727185,-157.73766470,UAV 4,2,1:3001:2552,M933HE 6,2:9:225:2:11:1:0,0,false,false,false,false,0
M933HE 8,fired_by,,2026-08-09T09:06:02.000Z,21.37896916,-157.73732529,UAV 4,2,1:3001:2554,M933HE 8,2:9:225:2:11:1:0,0,false,false,false,false,0
FRTRK1003,move to,LOC_남측제1방어선,2026-08-09T09:06:02.000Z,21.38794562,-157.74908378,UAV 4,1,1:3001:2249,FRTRK1003,1:1:225:7:12:0:0,0,false,false,false,false,0
FRTRK2003,move to,LOC_남측제1방어선,2026-08-09T09:06:02.000Z,21.38787796,-157.74917949,UAV 4,1,1:3001:2498,FRTRK2003,1:1:225:7:12:8:0,0,false,false,false,false,0
ENM1A2001,move to,LOC_중앙계곡,2026-08-09T09:06:02.000Z,21.37477895,-157.74275067,UAV 4,2,1:3001:2243,ENM1A2001,1:1:225:1:1:3:0,0,false,false,false,false,0
FRMORT002,none,,2026-08-09T09:06:02.000Z,21.39112390,-157.73727132,UAV 4,1,1:3001:2277,FRMORT002,1:1:71:10:1:0:1,0,false,false,false,false,0
ENM1A2002,move to,LOC_중앙계곡,2026-08-09T09:06:02.000Z,21.37475550,-157.74268119,UAV 4,2,1:3001:2328,ENM1A2002,1:1:225:1:1:3:0,0,false,false,false,false,0
FRTRK1002,move to,LOC_남측제1방어선,2026-08-09T09:06:02.000Z,21.38804422,-157.74921351,UAV 4,1,1:3001:2488,FRTRK1002,1:1:225:7:12:0:0,0,false,false,false,false,0
M107 1,fired_by,,2026-08-09T09:06:02.000Z,21.37101102,-157.73496723,UAV 4,2,1:3001:2555,M107 1,2:9:225:2:14:2:0,0,false,false,false,false,0
M107 2,fired_by,,2026-08-09T09:06:02.000Z,21.37066807,-157.73497409,UAV 4,2,1:3001:2556,M107 2,2:9:225:2:14:2:0,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38251056,-157.74977758,UAV 4,1,1:3001:2247,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80002,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38245181,-157.74971015,UAV 4,1,1:3001:2272,FRT80002,1:1:222:1:1:1:0,0,false,false,false,false,0
FRTRK1001,move to,LOC_남측제1방어선,2026-08-09T09:06:04.000Z,21.38809060,-157.74897484,UAV 4,1,1:3001:2278,FRTRK1001,1:1:225:7:12:0:0,0,false,false,false,false,0
FRM113003,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39078143,-157.74729157,UAV 4,1,1:3001:2282,FRM113003,1:1:225:2:3:1:0,0,false,false,false,false,0
FRT80005,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38227606,-157.74950436,UAV 4,1,1:3001:2300,FRT80005,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV002,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39009825,-157.74546631,UAV 4,1,1:3001:2326,FRLAV002,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV006,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39026470,-157.74576339,UAV 4,1,1:3001:2331,FRLAV006,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113007,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39092601,-157.74759727,UAV 4,1,1:3001:2342,FRM113007,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113002,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39075325,-157.74721588,UAV 4,1,1:3001:2344,FRM113002,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV008,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39034727,-157.74591292,UAV 4,1,1:3001:2381,FRLAV008,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80008,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38210279,-157.74929419,UAV 4,1,1:3001:2391,FRT80008,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113006,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39088760,-157.74752053,UAV 4,1,1:3001:2392,FRM113006,1:1:225:2:3:1:0,0,false,false,false,false,0
FRT80006,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38221768,-157.74943395,UAV 4,1,1:3001:2409,FRT80006,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80007,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38216014,-157.74936434,UAV 4,1,1:3001:2439,FRT80007,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV001,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39005618,-157.74539264,UAV 4,1,1:3001:2453,FRLAV001,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80003,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38239261,-157.74964096,UAV 4,1,1:3001:2456,FRT80003,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV003,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39013945,-157.74554040,UAV 4,1,1:3001:2459,FRLAV003,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80004,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38233400,-157.74957238,UAV 4,1,1:3001:2467,FRT80004,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113005,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39087165,-157.74744622,UAV 4,1,1:3001:2476,FRM113005,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39073033,-157.74714064,UAV 4,1,1:3001:2477,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39022298,-157.74568889,UAV 4,1,1:3001:2482,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39082554,-157.74736863,UAV 4,1,1:3001:2489,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39030694,-157.74583801,UAV 4,1,1:3001:2492,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV004,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.39017845,-157.74561482,UAV 4,1,1:3001:2520,FRLAV004,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK1004,move to,LOC_남측제1방어선,2026-08-09T09:06:04.000Z,21.38810998,-157.74911511,UAV 4,1,1:3001:2533,FRTRK1004,1:1:225:7:12:0:0,0,false,false,false,false,0
ENM35004,move to,LOC_적북측접근로,2026-08-09T09:06:04.000Z,21.37309613,-157.73457015,UAV 4,2,1:3001:2285,ENM35004,1:1:225:7:1:6:0,0,false,false,false,false,0
ENM35002,move to,LOC_적북측접근로,2026-08-09T09:06:04.000Z,21.37307325,-157.73466801,UAV 4,2,1:3001:2375,ENM35002,1:1:225:7:1:6:0,0,false,false,false,false,0
FRT69007,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38662015,-157.73674780,UAV 4,1,1:3001:2245,FRT69007,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38620939,-157.73677649,UAV 4,1,1:3001:2258,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38612781,-157.73678169,UAV 4,1,1:3001:2260,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69006,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38653804,-157.73675318,UAV 4,1,1:3001:2301,FRT69006,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69003,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38629043,-157.73677241,UAV 4,1,1:3001:2340,FRT69003,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69005,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38645599,-157.73675857,UAV 4,1,1:3001:2341,FRT69005,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38637452,-157.73676310,UAV 4,1,1:3001:2405,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69008,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38670184,-157.73674328,UAV 4,1,1:3001:2455,FRT69008,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69009,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38678257,-157.73674045,UAV 4,1,1:3001:2457,FRT69009,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69010,move to,LOC_중앙킬존남측,2026-08-09T09:06:04.000Z,21.38686687,-157.73673193,UAV 4,1,1:3001:2510,FRT69010,1:1:45:1:2:1:0,0,false,false,false,false,0
M933HE 5,fired_by,,2026-08-09T09:06:04.000Z,21.37710864,-157.73936314,UAV 4,2,1:3001:2551,M933HE 5,2:9:225:2:11:1:0,0,false,false,false,false,0
FRTRK1003,move to,LOC_남측제1방어선,2026-08-09T09:06:04.000Z,21.38792692,-157.74894180,UAV 4,1,1:3001:2249,FRTRK1003,1:1:225:7:12:0:0,0,false,false,false,false,0
ENM1A2001,move to,LOC_중앙계곡,2026-08-09T09:06:04.000Z,21.37494859,-157.74268258,UAV 4,2,1:3001:2243,ENM1A2001,1:1:225:1:1:3:0,0,false,false,false,false,0
FRMORT002,none,,2026-08-09T09:06:04.000Z,21.39112390,-157.73727132,UAV 4,1,1:3001:2277,FRMORT002,1:1:71:10:1:0:1,0,false,false,false,false,0
ENM1A2002,move to,LOC_중앙계곡,2026-08-09T09:06:04.000Z,21.37492246,-157.74261716,UAV 4,2,1:3001:2328,ENM1A2002,1:1:225:1:1:3:0,0,false,false,false,false,0
FRTRK1002,move to,LOC_남측제1방어선,2026-08-09T09:06:04.000Z,21.38801760,-157.74902304,UAV 4,1,1:3001:2488,FRTRK1002,1:1:225:7:12:0:0,0,false,false,false,false,0
M107 1,fired_by,,2026-08-09T09:06:04.000Z,21.37268331,-157.73512148,UAV 4,2,1:3001:2555,M107 1,2:9:225:2:14:2:0,0,false,false,false,false,0
M107 2,fired_by,,2026-08-09T09:06:04.000Z,21.37199673,-157.73528890,UAV 4,2,1:3001:2556,M107 2,2:9:225:2:14:2:0,0,false,false,false,false,0
ENM1A2003,move to,LOC_중앙계곡,2026-08-09T09:06:04.000Z,21.37490152,-157.74254966,UAV 4,2,1:3001:2199,ENM1A2003,1:1:225:1:1:3:0,0,false,false,false,false,0
FRTRK2004,move to,LOC_남측제1방어선,2026-08-09T09:06:04.000Z,21.38777717,-157.74900121,UAV 4,1,1:3001:2211,FRTRK2004,1:1:225:7:12:8:0,0,false,false,false,false,0
ENM1A2005,move to,LOC_중앙계곡,2026-08-09T09:06:04.000Z,21.37486187,-157.74241403,UAV 4,2,1:3001:2256,ENM1A2005,1:1:225:1:1:3:0,0,false,false,false,false,0
FRMORT004,none,,2026-08-09T09:06:04.000Z,21.39119933,-157.73718822,UAV 4,1,1:3001:2402,FRMORT004,1:1:71:10:1:0:1,0,false,false,false,false,0
FRTRK2001,move to,LOC_남측제1방어선,2026-08-09T09:06:04.000Z,21.38785102,-157.74896723,UAV 4,1,1:3001:2458,FRTRK2001,1:1:225:7:12:8:0,0,false,false,false,false,0
ENM1A2004,move to,LOC_중앙계곡,2026-08-09T09:06:04.000Z,21.37488091,-157.74248210,UAV 4,2,1:3001:2521,ENM1A2004,1:1:225:1:1:3:0,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38242370,-157.74960249,UAV 4,1,1:3001:2247,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80002,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38236561,-157.74953366,UAV 4,1,1:3001:2272,FRT80002,1:1:222:1:1:1:0,0,false,false,false,false,0
FRTRK1001,move to,LOC_남측제1방어선,2026-08-09T09:06:06.000Z,21.38806010,-157.74876856,UAV 4,1,1:3001:2278,FRTRK1001,1:1:225:7:12:0:0,0,false,false,false,false,0
FRM113003,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39060073,-157.74727561,UAV 4,1,1:3001:2282,FRM113003,1:1:225:2:3:1:0,0,false,false,false,false,0
FRT80005,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38219317,-157.74932577,UAV 4,1,1:3001:2300,FRT80005,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV002,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38991375,-157.74548520,UAV 4,1,1:3001:2326,FRLAV002,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV006,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39008092,-157.74577608,UAV 4,1,1:3001:2331,FRLAV006,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113007,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39073906,-157.74757533,UAV 4,1,1:3001:2342,FRM113007,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113002,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39056163,-157.74720038,UAV 4,1,1:3001:2344,FRM113002,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV008,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39016204,-157.74592268,UAV 4,1,1:3001:2381,FRLAV008,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80008,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38202352,-157.74911314,UAV 4,1,1:3001:2391,FRT80008,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113006,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39070502,-157.74750042,UAV 4,1,1:3001:2392,FRM113006,1:1:225:2:3:1:0,0,false,false,false,false,0
FRT80006,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38213611,-157.74925492,UAV 4,1,1:3001:2409,FRT80006,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80007,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38207992,-157.74918482,UAV 4,1,1:3001:2439,FRT80007,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV001,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38987129,-157.74541313,UAV 4,1,1:3001:2453,FRLAV001,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80003,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38230763,-157.74946412,UAV 4,1,1:3001:2456,FRT80003,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV003,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38995570,-157.74555767,UAV 4,1,1:3001:2459,FRLAV003,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80004,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38225007,-157.74939475,UAV 4,1,1:3001:2467,FRT80004,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113005,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39070645,-157.74742921,UAV 4,1,1:3001:2476,FRM113005,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39054820,-157.74712725,UAV 4,1,1:3001:2477,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39004008,-157.74570303,UAV 4,1,1:3001:2482,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39063274,-157.74735019,UAV 4,1,1:3001:2489,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.39012227,-157.74584925,UAV 4,1,1:3001:2492,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV004,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38999534,-157.74563050,UAV 4,1,1:3001:2520,FRLAV004,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK1004,move to,LOC_남측제1방어선,2026-08-09T09:06:06.000Z,21.38807755,-157.74889546,UAV 4,1,1:3001:2533,FRTRK1004,1:1:225:7:12:0:0,0,false,false,false,false,0
ENM35004,move to,LOC_적북측접근로,2026-08-09T09:06:06.000Z,21.37304844,-157.73476381,UAV 4,2,1:3001:2285,ENM35004,1:1:225:7:1:6:0,0,false,false,false,false,0
ENM35002,move to,LOC_적북측접근로,2026-08-09T09:06:06.000Z,21.37302526,-157.73486274,UAV 4,2,1:3001:2375,ENM35002,1:1:225:7:1:6:0,0,false,false,false,false,0
FRT69007,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38652027,-157.73691491,UAV 4,1,1:3001:2245,FRT69007,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38611393,-157.73694791,UAV 4,1,1:3001:2258,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38603339,-157.73695376,UAV 4,1,1:3001:2260,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69006,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38644079,-157.73691812,UAV 4,1,1:3001:2301,FRT69006,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69003,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38619384,-157.73694334,UAV 4,1,1:3001:2340,FRT69003,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69005,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38635929,-157.73692489,UAV 4,1,1:3001:2341,FRT69005,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38627752,-157.73693232,UAV 4,1,1:3001:2405,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69008,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38660093,-157.73690984,UAV 4,1,1:3001:2455,FRT69008,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69009,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38668147,-157.73690508,UAV 4,1,1:3001:2457,FRT69009,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69010,move to,LOC_중앙킬존남측,2026-08-09T09:06:06.000Z,21.38676347,-157.73689811,UAV 4,1,1:3001:2510,FRT69010,1:1:45:1:2:1:0,0,false,false,false,false,0
FRTRK1003,move to,LOC_남측제1방어선,2026-08-09T09:06:06.000Z,21.38791160,-157.74882555,UAV 4,1,1:3001:2249,FRTRK1003,1:1:225:7:12:0:0,0,false,false,false,false,0
ENM1A2001,move to,LOC_중앙계곡,2026-08-09T09:06:06.000Z,21.37513545,-157.74260758,UAV 4,2,1:3001:2243,ENM1A2001,1:1:225:1:1:3:0,0,false,false,false,false,0
FRMORT002,none,,2026-08-09T09:06:06.000Z,21.39112390,-157.73727132,UAV 4,1,1:3001:2277,FRMORT002,1:1:71:10:1:0:1,0,false,false,false,false,0
ENM1A2002,move to,LOC_중앙계곡,2026-08-09T09:06:06.000Z,21.37511307,-157.74254406,UAV 4,2,1:3001:2328,ENM1A2002,1:1:225:1:1:3:0,0,false,false,false,false,0
FRTRK1002,move to,LOC_남측제1방어선,2026-08-09T09:06:06.000Z,21.38798750,-157.74880763,UAV 4,1,1:3001:2488,FRTRK1002,1:1:225:7:12:0:0,0,false,false,false,false,0
M107 1,fired_by,,2026-08-09T09:06:06.000Z,21.37451836,-157.73529074,UAV 4,2,1:3001:2555,M107 1,2:9:225:2:14:2:0,0,false,false,false,false,0
M107 2,fired_by,,2026-08-09T09:06:06.000Z,21.37345469,-157.73563434,UAV 4,2,1:3001:2556,M107 2,2:9:225:2:14:2:0,0,false,false,false,false,0
ENM1A2003,move to,LOC_중앙계곡,2026-08-09T09:06:06.000Z,21.37509113,-157.74248030,UAV 4,2,1:3001:2199,ENM1A2003,1:1:225:1:1:3:0,0,false,false,false,false,0
ENM1A2005,move to,LOC_중앙계곡,2026-08-09T09:06:06.000Z,21.37505114,-157.74235139,UAV 4,2,1:3001:2256,ENM1A2005,1:1:225:1:1:3:0,0,false,false,false,false,0
FRMORT004,none,,2026-08-09T09:06:06.000Z,21.39119933,-157.73718822,UAV 4,1,1:3001:2402,FRMORT004,1:1:71:10:1:0:1,0,false,false,false,false,0
FRTRK2001,move to,LOC_남측제1방어선,2026-08-09T09:06:06.000Z,21.38783797,-157.74886169,UAV 4,1,1:3001:2458,FRTRK2001,1:1:225:7:12:8:0,0,false,false,false,false,0
ENM1A2004,move to,LOC_중앙계곡,2026-08-09T09:06:06.000Z,21.37507203,-157.74241553,UAV 4,2,1:3001:2521,ENM1A2004,1:1:225:1:1:3:0,0,false,false,false,false,0
FRMORT001,none,,2026-08-09T09:06:06.000Z,21.39104607,-157.73719078,UAV 4,1,1:3001:2318,FRMORT001,1:1:71:10:1:0:1,0,false,false,false,false,0
ENGAZ004,move to,LOC_적북측접근로,2026-08-09T09:06:06.000Z,21.37293963,-157.73458714,UAV 4,2,1:3001:2473,ENGAZ004,1:1:222:7:8:0:0,0,false,false,false,false,0
FRMORT003,none,,2026-08-09T09:06:06.000Z,21.39112150,-157.73710768,UAV 4,1,1:3001:2474,FRMORT003,1:1:71:10:1:0:1,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T09:06:07.000Z,21.38233429,-157.74942228,UAV 4,1,1:3001:2247,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
