object_id,name,faction,entity_class,type_group,marking,seq,time,time_s,event_id,template,task_kind,action_label,task_type,script_id,ref_id,ref_kind,in_scnx,note
EN-T72-002,전방 전차 2,RED,T-72 MBT,차량/장갑차 - M2HB 계열,ENT72002,1,02:26,146,E00635,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙계곡,COORD,Y,
EN-T72-003,전방 전차 3,RED,T-72 MBT,차량/장갑차 - M2HB 계열,ENT72003,1,02:27,147,E00637,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙계곡,COORD,Y,
EN-T72-004,전방 전차 4,RED,T-72 MBT,차량/장갑차 - M2HB 계열,ENT72004,1,02:28,148,E00639,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙계곡,COORD,Y,
EN-T72-005,전방 전차 5,RED,T-72 MBT,차량/장갑차 - M2HB 계열,ENT72005,1,02:29,149,E00641,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙계곡,COORD,Y,
EN-T72-006,전방 전차 6,RED,T-72 MBT,차량/장갑차 - M2HB 계열,ENT72006,1,02:30,150,E00643,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙계곡,COORD,Y,
EN-ZPU-001,전방 대공화기 1,RED,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,ENZPU001,1,03:05,185,E00673,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
EN-ZPU-001,전방 대공화기 1,RED,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,ENZPU001,2,05:51,351,E01056,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
EN-ZPU-002,전방 대공화기 2,RED,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,ENZPU002,1,03:06,186,E00675,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
EN-ZPU-002,전방 대공화기 2,RED,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,ENZPU002,2,05:51,351,E01058,moveTo,move,좌표로 이동,move-to-location-task,,LOC_북측예비방어선,COORD,Y,
FR-AHS-001,장거리 자주포 1,BLUE,AHS Krab Howitzer,포병 - 155mm 자주포,FRAHS001,1,02:08,128,E00527,indirectFireAt,fire_indirect,좌표 대상 간접사격,ffe-on-location,,EN-FP-001,COORD,Y,
FR-AHS-001,장거리 자주포 1,BLUE,AHS Krab Howitzer,포병 - 155mm 자주포,FRAHS001,2,05:41,341,E01012,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-AT-001,대전차팀 1,BLUE,US Army Javelin,보병 - RPG 계열,FRAT001,1,01:22,82,E00435,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-AT-001,대전차팀 1,BLUE,US Army Javelin,보병 - RPG 계열,FRAT001,2,05:35,335,E00936,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-AT-002,대전차팀 2,BLUE,US Army Javelin,보병 - RPG 계열,FRAT002,1,01:22,82,E00437,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-AT-002,대전차팀 2,BLUE,US Army Javelin,보병 - RPG 계열,FRAT002,2,05:35,335,E00938,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-AT-003,대전차팀 3,BLUE,US Army Javelin,보병 - RPG 계열,FRAT003,1,01:22,82,E00439,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-AT-003,대전차팀 3,BLUE,US Army Javelin,보병 - RPG 계열,FRAT003,2,05:35,335,E00940,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-AT-004,대전차팀 4,BLUE,US Army Javelin,보병 - RPG 계열,FRAT004,1,01:22,82,E00441,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-AT-004,대전차팀 4,BLUE,US Army Javelin,보병 - RPG 계열,FRAT004,2,05:35,335,E00942,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-AT-005,대전차팀 5,BLUE,US Army Javelin,보병 - RPG 계열,FRAT005,1,01:23,83,E00443,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-AT-005,대전차팀 5,BLUE,US Army Javelin,보병 - RPG 계열,FRAT005,2,05:35,335,E00944,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-AT-006,대전차팀 6,BLUE,US Army Javelin,보병 - RPG 계열,FRAT006,1,01:23,83,E00445,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-AT-006,대전차팀 6,BLUE,US Army Javelin,보병 - RPG 계열,FRAT006,2,05:35,335,E00946,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-INF-001,방어 보병 1,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF001,1,01:15,75,E00385,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-001,방어 보병 1,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF001,2,03:20,200,E00721,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-001,COORD,Y,
FR-INF-002,방어 보병 2,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF002,1,01:15,75,E00387,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-002,방어 보병 2,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF002,2,03:21,201,E00726,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-002,COORD,Y,
FR-INF-003,방어 보병 3,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF003,1,01:15,75,E00389,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-003,방어 보병 3,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF003,2,03:22,202,E00734,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-003,COORD,Y,
FR-INF-004,방어 보병 4,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF004,1,01:15,75,E00391,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-004,방어 보병 4,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF004,2,03:23,203,E00742,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-004,COORD,Y,
FR-INF-005,방어 보병 5,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF005,1,01:15,75,E00393,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-005,방어 보병 5,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF005,2,03:24,204,E00750,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-005,COORD,Y,
FR-INF-006,방어 보병 6,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF006,1,01:15,75,E00395,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-006,방어 보병 6,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF006,2,03:25,205,E00758,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-006,COORD,Y,
FR-INF-007,방어 보병 7,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF007,1,01:15,75,E00397,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-007,방어 보병 7,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF007,2,03:26,206,E00766,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-007,COORD,Y,
FR-INF-008,방어 보병 8,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF008,1,01:15,75,E00399,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-008,방어 보병 8,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF008,2,03:27,207,E00774,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-008,COORD,Y,
FR-INF-009,방어 보병 9,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF009,1,01:16,76,E00401,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-009,방어 보병 9,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF009,2,03:28,208,E00782,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-009,COORD,Y,
FR-INF-010,방어 보병 10,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF010,1,01:16,76,E00403,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-010,방어 보병 10,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF010,2,03:29,209,E00790,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-010,COORD,Y,
FR-INF-011,방어 보병 11,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF011,1,01:16,76,E00405,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-011,방어 보병 11,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF011,2,03:30,210,E00798,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-011,COORD,Y,
FR-INF-012,방어 보병 12,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF012,1,01:16,76,E00407,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-012,방어 보병 12,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF012,2,03:31,211,E00806,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-012,COORD,Y,
FR-INF-013,방어 보병 13,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF013,1,01:16,76,E00409,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-013,방어 보병 13,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF013,2,03:32,212,E00814,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-013,COORD,Y,
FR-INF-014,방어 보병 14,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF014,1,01:16,76,E00411,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-014,방어 보병 14,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF014,2,03:33,213,E00822,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-014,COORD,Y,
FR-INF-015,방어 보병 15,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF015,1,01:16,76,E00413,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-015,방어 보병 15,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF015,2,03:34,214,E00830,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-015,COORD,Y,
FR-INF-016,방어 보병 16,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF016,1,01:16,76,E00415,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-016,방어 보병 16,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF016,2,03:35,215,E00838,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-016,COORD,Y,
FR-INF-017,방어 보병 17,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF017,1,01:17,77,E00417,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-017,방어 보병 17,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF017,2,03:36,216,E00846,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-017,COORD,Y,
FR-INF-017,방어 보병 17,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF017,3,05:31,331,E00918,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-INF-018,방어 보병 18,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF018,1,01:17,77,E00419,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-018,방어 보병 18,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF018,2,03:37,217,E00854,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-018,COORD,Y,
FR-INF-018,방어 보병 18,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF018,3,05:31,331,E00920,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-INF-019,방어 보병 19,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF019,1,01:17,77,E00421,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-019,방어 보병 19,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF019,2,03:38,218,E00862,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-019,COORD,Y,
FR-INF-019,방어 보병 19,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF019,3,05:31,331,E00922,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-INF-020,방어 보병 20,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF020,1,01:17,77,E00423,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-020,방어 보병 20,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF020,2,03:39,219,E00870,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-020,COORD,Y,
FR-INF-020,방어 보병 20,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF020,3,05:31,331,E00924,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-INF-021,방어 보병 21,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF021,1,01:17,77,E00425,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-021,방어 보병 21,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF021,2,03:40,220,E00878,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-021,COORD,Y,
FR-INF-021,방어 보병 21,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF021,3,05:31,331,E00926,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-INF-022,방어 보병 22,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF022,1,01:17,77,E00427,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-022,방어 보병 22,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF022,2,03:41,221,E00886,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-022,COORD,Y,
FR-INF-022,방어 보병 22,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF022,3,05:31,331,E00928,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-INF-023,방어 보병 23,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF023,1,01:17,77,E00429,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-023,방어 보병 23,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF023,2,03:42,222,E00894,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-023,COORD,Y,
FR-INF-023,방어 보병 23,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF023,3,05:31,331,E00930,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-INF-024,방어 보병 24,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF024,1,01:17,77,E00431,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-024,방어 보병 24,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF024,2,03:43,223,E00902,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-024,COORD,Y,
FR-INF-024,방어 보병 24,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF024,3,05:31,331,E00932,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-INF-025,방어 보병 25,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF025,1,01:18,78,E00433,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존,COORD,Y,
FR-INF-025,방어 보병 25,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF025,2,03:44,224,E00910,directFireAt,suppress,제압사격,provide_suppressive_fire_loc,provide_suppressive_fire_loc,EN-INF-025,COORD,Y,
FR-INF-025,방어 보병 25,BLUE,US Army M4,보병 - 소총(M4 계열),FRINF025,3,05:32,332,E00934,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-001,장갑 수송차 1,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV001,1,03:08,188,E00695,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-001,장갑 수송차 1,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV001,2,05:39,339,E00974,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-002,장갑 수송차 2,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV002,1,03:09,189,E00697,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-002,장갑 수송차 2,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV002,2,05:39,339,E00976,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-LAV-003,장갑 수송차 3,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV003,1,03:10,190,E00699,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-003,장갑 수송차 3,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV003,2,05:39,339,E00978,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-004,장갑 수송차 4,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV004,1,03:11,191,E00701,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-LAV-004,장갑 수송차 4,BLUE,LAV III APC,차량/장갑차 - M2HB 계열,FRLAV004,2,05:39,339,E00980,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-M109-001,곡사포 1,BLUE,M109 Howitzer,포병 - 155mm 자주포,FRM109001,1,02:04,124,E00494,indirectFireAt,fire_indirect,좌표 대상 간접사격,ffe-on-location,,EN-FP-001,COORD,Y,
FR-M109-001,곡사포 1,BLUE,M109 Howitzer,포병 - 155mm 자주포,FRM109001,2,05:41,341,E01006,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-M109-003,곡사포 3,BLUE,M109 Howitzer,포병 - 155mm 자주포,FRM109003,1,02:06,126,E00516,indirectFireAt,fire_indirect,좌표 대상 간접사격,ffe-on-location,,EN-RT-001,COORD,Y,
FR-M109-003,곡사포 3,BLUE,M109 Howitzer,포병 - 155mm 자주포,FRM109003,2,05:41,341,E01010,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-M113-001,궤도 수송차 1,BLUE,M113 APC,차량/장갑차 - M2HB 계열,FRM113001,1,03:16,196,E00703,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-M113-001,궤도 수송차 1,BLUE,M113 APC,차량/장갑차 - M2HB 계열,FRM113001,2,05:39,339,E00982,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-M113-002,궤도 수송차 2,BLUE,M113 APC,차량/장갑차 - M2HB 계열,FRM113002,1,03:17,197,E00705,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-M113-002,궤도 수송차 2,BLUE,M113 APC,차량/장갑차 - M2HB 계열,FRM113002,2,05:39,339,E00984,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-M113-003,궤도 수송차 3,BLUE,M113 APC,차량/장갑차 - M2HB 계열,FRM113003,1,03:18,198,E00707,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-M113-003,궤도 수송차 3,BLUE,M113 APC,차량/장갑차 - M2HB 계열,FRM113003,2,05:39,339,E00986,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-M901-001,로켓화력 대체 객체 1,BLUE,M901 Patriot Launcher,미사일 발사대 - Patriot,FRM901001,1,02:10,130,E00549,indirectFireAt,fire_indirect,좌표 대상 간접사격,ffe-on-location,,EN-RT-001,COORD,Y,
FR-M901-001,로켓화력 대체 객체 1,BLUE,M901 Patriot Launcher,미사일 발사대 - Patriot,FRM901001,2,05:42,342,E01016,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-MORT-001,박격포 1,BLUE,MO-120RT-61 Mortar,포병 - 박격포(m9333he 계열),FRMORT001,1,02:00,120,E00461,indirectFireAt,fire_indirect,좌표 대상 간접사격,ffe-on-location,,EN-FP-001,COORD,Y,
FR-MORT-001,박격포 1,BLUE,MO-120RT-61 Mortar,포병 - 박격포(m9333he 계열),FRMORT001,2,05:41,341,E01000,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-MORT-003,박격포 3,BLUE,MO-120RT-61 Mortar,포병 - 박격포(m9333he 계열),FRMORT003,1,02:02,122,E00483,indirectFireAt,fire_indirect,좌표 대상 간접사격,ffe-on-location,,EN-RT-001,COORD,Y,
FR-MORT-003,박격포 3,BLUE,MO-120RT-61 Mortar,포병 - 박격포(m9333he 계열),FRMORT003,2,05:41,341,E01004,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-RPG-001,근접화력팀 1,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG001,1,01:24,84,E00447,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-RPG-001,근접화력팀 1,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG001,2,05:36,336,E00948,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-RPG-002,근접화력팀 2,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG002,1,01:24,84,E00449,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-RPG-002,근접화력팀 2,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG002,2,05:36,336,E00950,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-RPG-003,근접화력팀 3,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG003,1,01:24,84,E00451,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-RPG-003,근접화력팀 3,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG003,2,05:36,336,E00952,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-RPG-004,근접화력팀 4,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG004,1,01:24,84,E00453,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-RPG-004,근접화력팀 4,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG004,2,05:36,336,E00954,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-RPG-005,근접화력팀 5,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG005,1,01:24,84,E00455,moveTo,move,좌표로 이동,move-to-location-task,,LOC_동측능선,COORD,Y,
FR-RPG-005,근접화력팀 5,BLUE,Turkish Soldier RPG,보병 - RPG 계열,FRRPG005,2,05:36,336,E00956,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-SNP-001,감시·저격조 1,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP001,1,00:30,30,E00289,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
FR-SNP-001,감시·저격조 1,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP001,2,05:36,336,E00958,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-SNP-002,감시·저격조 2,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP002,1,00:31,31,E00291,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
FR-SNP-002,감시·저격조 2,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP002,2,05:36,336,E00960,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-SNP-003,감시·저격조 3,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP003,1,00:32,32,E00293,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
FR-SNP-003,감시·저격조 3,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP003,2,05:37,337,E00962,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-SNP-004,감시·저격조 4,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP004,1,00:33,33,E00295,moveTo,move,좌표로 이동,move-to-location-task,,LOC_적북측접근로,COORD,Y,
FR-SNP-004,감시·저격조 4,BLUE,US Army XM107,보병 - 소총(M4 계열),FRSNP004,2,05:37,337,E00964,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-T69-001,서측 전차 1,BLUE,T-69 MBT,차량/장갑차 - M2HB 계열,FRT69001,1,02:50,170,E00677,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T69-002,서측 전차 2,BLUE,T-69 MBT,차량/장갑차 - M2HB 계열,FRT69002,1,02:51,171,E00679,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T69-003,서측 전차 3,BLUE,T-69 MBT,차량/장갑차 - M2HB 계열,FRT69003,1,02:52,172,E00681,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T69-004,서측 전차 4,BLUE,T-69 MBT,차량/장갑차 - M2HB 계열,FRT69004,1,02:53,173,E00683,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
