object_id,t0,t1,state,location
FR-M109-001,4,104,사격 준비 대기,LOC_아군포병진지
FR-M109-001,104,124,사격 준비,LOC_아군포병진지
FR-M109-001,124,341,사격,LOC_아군포병진지
FR-M109-001,341,417,방어,LOC_목표A남측
FR-M109-003,0,4,대기,LOC_아군포병진지
FR-M109-003,4,106,사격 준비 대기,LOC_아군포병진지
FR-M109-003,106,126,사격 준비,LOC_아군포병진지
FR-M109-003,126,341,사격,LOC_아군포병진지
FR-M109-003,341,417,방어,LOC_목표A남측
FR-M113-001,0,3,대기,LOC_남측제2방어선
FR-M113-001,3,196,대기,LOC_남측제2방어선
FR-M113-001,196,339,기동,LOC_중앙킬존남측
FR-M113-001,339,416,방어,LOC_중앙킬존남측
FR-M113-001,416,417,방어,LOC_남측제1방어선
FR-M113-002,0,3,대기,LOC_남측제2방어선
FR-M113-002,3,197,대기,LOC_남측제2방어선
FR-M113-002,197,339,기동,LOC_중앙킬존남측
FR-M113-002,339,416,방어,LOC_목표A남측
FR-M113-002,416,417,방어,LOC_목표A남측
FR-M113-003,0,3,대기,LOC_남측제2방어선
FR-M113-003,3,198,대기,LOC_남측제2방어선
FR-M113-003,198,339,기동,LOC_중앙킬존남측
FR-M113-003,339,416,방어,LOC_중앙킬존남측
FR-M113-003,416,417,방어,LOC_남측제1방어선
FR-M901-001,0,4,대기,LOC_아군포병진지
FR-M901-001,4,110,사격 준비 대기,LOC_아군포병진지
FR-M901-001,110,130,사격 준비,LOC_아군포병진지
FR-M901-001,130,342,사격,LOC_아군포병진지
FR-M901-001,342,417,방어,LOC_목표A남측
FR-MORT-001,0,4,대기,LOC_아군박격포진지
FR-MORT-001,4,100,사격 준비 대기,LOC_아군박격포진지
FR-MORT-001,100,120,사격 준비,LOC_아군박격포진지
FR-MORT-001,120,341,사격,LOC_아군박격포진지
FR-MORT-001,341,417,방어,LOC_목표A남측
FR-MORT-003,0,4,대기,LOC_아군박격포진지
FR-MORT-003,4,102,사격 준비 대기,LOC_아군박격포진지
FR-MORT-003,102,122,사격 준비,LOC_아군박격포진지
FR-MORT-003,122,341,사격,LOC_아군박격포진지
FR-MORT-003,341,417,방어,LOC_목표A남측
FR-RPG-001,0,2,대기,LOC_남측제2방어선
FR-RPG-001,2,84,대기,LOC_남측제2방어선
FR-RPG-001,84,336,방어 기동,LOC_동측능선
FR-RPG-001,336,414,방어,LOC_중앙킬존남측
FR-RPG-001,414,417,방어,LOC_남측제1방어선
FR-RPG-002,0,2,대기,LOC_남측제2방어선
FR-RPG-002,2,84,대기,LOC_남측제2방어선
FR-RPG-002,84,336,방어 기동,LOC_동측능선
FR-RPG-002,336,414,방어,LOC_목표A남측
FR-RPG-002,414,417,방어,LOC_목표A남측
FR-RPG-003,0,2,대기,LOC_남측제2방어선
FR-RPG-003,2,84,대기,LOC_남측제2방어선
FR-RPG-003,84,336,방어 기동,LOC_동측능선
FR-RPG-003,336,414,방어,LOC_중앙킬존남측
FR-RPG-003,414,417,방어,LOC_남측제1방어선
FR-RPG-004,0,2,대기,LOC_남측제2방어선
FR-RPG-004,2,84,대기,LOC_남측제2방어선
FR-RPG-004,84,336,방어 기동,LOC_동측능선
FR-RPG-004,336,414,방어,LOC_목표A남측
FR-RPG-004,414,417,방어,LOC_목표A남측
FR-RPG-005,0,2,대기,LOC_남측제2방어선
FR-RPG-005,2,84,대기,LOC_남측제2방어선
FR-RPG-005,84,336,방어 기동,LOC_동측능선
FR-RPG-005,336,414,방어,LOC_중앙킬존남측
FR-RPG-005,414,417,방어,LOC_남측제1방어선
FR-SNP-001,0,2,대기,LOC_남측고지관측소
FR-SNP-001,2,30,대기,LOC_남측고지관측소
FR-SNP-001,30,336,감시 기동,LOC_적북측접근로
FR-SNP-001,336,414,방어,LOC_중앙킬존남측
FR-SNP-001,414,417,방어,LOC_남측제1방어선
FR-SNP-002,0,2,대기,LOC_남측고지관측소
FR-SNP-002,2,31,대기,LOC_남측고지관측소
FR-SNP-002,31,336,감시 기동,LOC_적북측접근로
FR-SNP-002,336,414,방어,LOC_목표A남측
FR-SNP-002,414,417,방어,LOC_목표A남측
FR-SNP-003,0,2,대기,LOC_남측고지관측소
FR-SNP-003,2,32,대기,LOC_남측고지관측소
FR-SNP-003,32,337,감시 기동,LOC_적북측접근로
FR-SNP-003,337,414,방어,LOC_중앙킬존남측
FR-SNP-003,414,417,방어,LOC_남측제1방어선
FR-SNP-004,0,2,대기,LOC_남측고지관측소
FR-SNP-004,2,33,대기,LOC_남측고지관측소
FR-SNP-004,33,337,감시 기동,LOC_적북측접근로
FR-SNP-004,337,414,방어,LOC_목표A남측
FR-SNP-004,414,417,방어,LOC_목표A남측
FR-T69-001,0,3,대기,LOC_서측능선
FR-T69-001,3,170,대기,LOC_서측능선
FR-T69-001,170,367,기동,LOC_중앙킬존남측
FR-T69-001,367,417,손상,LOC_남측제1방어선전방
FR-T69-002,0,3,대기,LOC_서측능선
FR-T69-002,3,171,대기,LOC_서측능선
FR-T69-002,171,367,기동,LOC_중앙킬존남측
FR-T69-002,367,417,손상,LOC_남측제1방어선전방
FR-T69-003,0,3,대기,LOC_서측능선
FR-T69-003,3,172,대기,LOC_서측능선
FR-T69-003,172,367,기동,LOC_중앙킬존남측
FR-T69-003,367,417,손상,LOC_남측제1방어선전방
FR-T69-004,0,3,대기,LOC_서측능선
FR-T69-004,3,173,대기,LOC_서측능선
FR-T69-004,173,367,기동,LOC_중앙킬존남측
FR-T69-004,367,417,손상,LOC_남측제1방어선전방
FR-T69-005,0,3,대기,LOC_서측능선
FR-T69-005,3,174,대기,LOC_서측능선
FR-T69-005,174,367,기동,LOC_중앙킬존남측
FR-T69-005,367,417,손상,LOC_남측제1방어선전방
FR-T80-001,0,3,대기,LOC_동측능선
FR-T80-001,3,180,대기,LOC_동측능선
FR-T80-001,180,338,기동,LOC_중앙킬존남측
FR-T80-001,338,415,방어,LOC_중앙킬존남측
FR-T80-001,415,417,방어,LOC_남측제1방어선
FR-T80-002,0,3,대기,LOC_동측능선
FR-T80-002,3,181,대기,LOC_동측능선
FR-T80-002,181,338,기동,LOC_중앙킬존남측
FR-T80-002,338,415,방어,LOC_목표A남측
FR-T80-002,415,417,방어,LOC_목표A남측
FR-T80-003,0,3,대기,LOC_동측능선
FR-T80-003,3,182,대기,LOC_동측능선
FR-T80-003,182,338,기동,LOC_중앙킬존남측
FR-T80-003,338,415,방어,LOC_중앙킬존남측
FR-T80-003,415,417,방어,LOC_남측제1방어선
FR-T80-004,0,3,대기,LOC_동측능선
FR-T80-004,3,183,대기,LOC_동측능선
FR-T80-004,183,338,기동,LOC_중앙킬존남측
FR-T80-004,338,415,방어,LOC_목표A남측
FR-T80-004,415,417,방어,LOC_목표A남측
FR-TRK1-001,0,4,대기,LOC_아군후방보급집결지
FR-TRK1-001,4,203,적재 대기,LOC_아군후방보급집결지
FR-TRK1-001,203,340,기동,LOC_남측제1방어선
FR-TRK1-001,340,385,방어,LOC_목표A남측
FR-TRK1-001,385,416,보급 정차,LOC_포병진지또는방어선후방
FR-TRK1-001,416,417,방어,LOC_목표A남측
FR-TRK1-002,0,4,대기,LOC_아군후방보급집결지
FR-TRK1-002,4,204,적재 대기,LOC_아군후방보급집결지
FR-TRK1-002,204,340,기동,LOC_남측제1방어선
FR-TRK1-002,340,386,방어,LOC_중앙킬존남측
FR-TRK1-002,386,416,보급 정차,LOC_포병진지또는방어선후방
FR-TRK1-002,416,417,방어,LOC_남측제1방어선
FR-TRK2-001,0,4,대기,LOC_아군후방보급집결지
FR-TRK2-001,4,208,적재 대기,LOC_아군후방보급집결지
FR-TRK2-001,208,340,기동,LOC_남측제1방어선
FR-TRK2-001,340,390,방어,LOC_중앙킬존남측
FR-TRK2-001,390,417,보급 정차,LOC_포병진지또는방어선후방
FR-TRK2-002,0,4,대기,LOC_아군후방보급집결지
FR-TRK2-002,4,209,적재 대기,LOC_아군후방보급집결지
FR-TRK2-002,209,340,기동,LOC_남측제1방어선
FR-TRK2-002,340,391,방어,LOC_목표A남측
FR-TRK2-002,391,417,보급 정차,LOC_포병진지또는방어선후방
FR-ZPU-001,0,4,대기,LOC_남측제1방어선
FR-ZPU-001,4,212,대기,LOC_남측제1방어선
FR-ZPU-001,212,341,기동,LOC_중앙킬존남측
FR-ZPU-001,341,417,방어,LOC_중앙킬존남측
FR-ZPU-002,0,4,대기,LOC_남측제1방어선
FR-ZPU-002,4,213,대기,LOC_남측제1방어선
FR-ZPU-002,213,341,기동,LOC_중앙킬존남측
FR-ZPU-002,341,417,방어,LOC_목표A남측
OBJ-009,0,132,정상,
OBJ-009,132,417,피격 지역,
